# ::id 360937-0003
# ::tok I had a sampler of IPA , Brawler , Love Stout & ESA .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3.1 3-1.1.3.2 4-1.1.3.3.1 5-1.1.3.3.2 7-1.1.3.3.3 9-1.1.3.3.4 10-1.1.3.3.4 11-1.1.3.3.5 12-1.1.3.3.6
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label~e.0)
           :P (v4 / label~e.1)
           :A (v5 / label
                  :E (v6 / label~e.2)
                  :C (v7 / label~e.3)
                  :E (v8 / label
                         :R (v9 / label~e.4)
                         :C (v10 / label~e.5)
                         :C (v11 / label~e.7)
                         :C (v12 / label~e.9,10)
                         :N (v13 / label~e.11)
                         :C (v14 / label~e.12)))))
