# ::id 010820-0007
# ::tok I was moving out from 2 bdr apartment and it took for 3 strong guys 6 hours to load a track ( from 2 pm - 8 pm ) .
# ::alignments 0-1.1.1 2-1.1.3 3-1.1.4 4-1.1.5.1 5-1.1.5.2 6-1.1.5.3 7-1.1.5.4 8-1.2 9-1.3.5 11-1.3.7.1 12-1.3.7.2 13-1.3.7.3.2 14-1.3.7.4 15-1.3.6.2 16-1.3.6.3 18-1.3.2 20-1.3.3.2 22-1.3.6.4.1 23-1.3.6.4.2.1 24-1.3.6.4.2.2 26-1.3.6.4.3.1 27-1.3.6.4.3.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label~e.0)
           :P (v6 / label~e.2)
           :D (v7 / label~e.3)
           :A (v8 / label
                  :R (v14 / label~e.4)
                  :E (v15 / label~e.5)
                  :C (v16 / label~e.6)
                  :C (v17 / label~e.7)))
    :L (v3 / label~e.8)
    :H (v4 / label
           :P (v9 / label~e.18)
           :A (v10 / label
                   :C (v18 / label~e.20))
           :A (v11 / label~e.9)
           :D (v12 / label
                   :E (v19 / label~e.15)
                   :C (v20 / label~e.16)
                   :E (v21 / label
                           :R (v26 / label~e.22)
                           :C (v27 / label
                                   :E (v30 / label~e.23)
                                   :C (v31 / label~e.24))
                           :C (v28 / label
                                   :E (v32 / label~e.26)
                                   :C (v33 / label~e.27))))
           :A (v13 / label
                   :R (v22 / label~e.11)
                   :E (v23 / label~e.12)
                   :E (v24 / label
                           :A (v25 / label~e.14)
                           :S (v29 / label~e.13))
                   :C v25)))
