# ::id 057386-0002
# ::tok The one - star review from 2005 is out of date .
# ::alignments 0-1.1.2.1.1 1-1.1.2.2.1 3-1.1.2.2.2 4-1.1.2.1.2 5-1.1.2.3.1 6-1.1.2.3.2 8-1.1.4 9-1.1.4 10-1.1.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :P (v5 / label
                         :E (v8 / label~e.0)
                         :C (v9 / label~e.4))
                  :D (v6 / label
                         :Q (v10 / label~e.1)
                         :C (v11 / label~e.3))
                  :T (v7 / label
                         :R (v12 / label~e.5)
                         :C (v13 / label~e.6)))
           :S (v4 / label~e.8,9,10)))
