# ::id 029218-0003
# ::tok Cj and company did all that we ask and 10 times more .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 3-1.1.2 4-1.1.3.1.2 5-1.1.3.1.3.2 6-1.1.3.1.3.3 7-1.1.3.1.3.4 8-1.1.3.2 9-1.1.3.3.1.1 10-1.1.3.3.1.2 11-1.1.3.3.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :C (v6 / label~e.0)
                  :N (v7 / label~e.1)
                  :C (v8 / label~e.2))
           :P (v4 / label~e.3)
           :A (v5 / label
                  :C (v9 / label
                         :C (v12 / label)
                         :Q (v13 / label~e.4)
                         :E (v14 / label
                                 :A (v17 / label)
                                 :R (v18 / label~e.5)
                                 :A (v19 / label~e.6)
                                 :P (v20 / label~e.7)))
                  :N (v10 / label~e.8)
                  :C (v11 / label
                          :Q (v15 / label
                                  :E (v21 / label~e.9)
                                  :C (v22 / label~e.10))
                          :C (v16 / label~e.11)))))
