# ::id 235423-0005
# ::tok They helped about three other people before they offered to help me again .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3.1.1 3-1.1.3.1.2 4-1.1.3.2 5-1.1.3.3 6-1.2 7-1.3.1 8-1.3.2 9-1.3.3.5 10-1.3.3.1 11-1.3.3.2 12-1.3.3.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label~e.0)
           :P (v6 / label~e.1)
           :A (v7 / label
                  :Q (v11 / label
                          :E (v18 / label~e.2)
                          :Q (v19 / label~e.3))
                  :E (v12 / label~e.4)
                  :C (v13 / label~e.5)))
    :L (v3 / label~e.6)
    :H (v4 / label
           :A (v8 / label~e.7)
           :P (v9 / label~e.8)
           :A (v10 / label
                   :P (v14 / label~e.10)
                   :A (v15 / label~e.11)
                   :D (v16 / label~e.12)
                   :R (v17 / label~e.9))))
